
-8192,0
-8184,-201
-8176,-402
-8168,-603
-8160,-804
-8152,-1005
-8144,-1206
-8136,-1407
-8128,-1608
-8120,-1809
-8112,-2010
-8104,-2211
-8096,-2412
-8088,-2613
-8080,-2814
-8072,-3015
-8064,-3216
-8056,-3417
-8048,-3617
-8040,-3818
-8032,-4019
-8024,-4219
-8016,-4420
-8008,-4621
-8000,-4821
-7992,-5022
-7984,-5222
-7976,-5422
-7968,-5623
-7960,-5823
-7952,-6023
-7944,-6224
-7936,-6424
-7928,-6624
-7920,-6824
-7912,-7024
-7904,-7224
-7896,-7423
-7888,-7623
-7880,-7823
-7872,-8022
-7864,-8222
-7856,-8421
-7848,-8621
-7840,-8820
-7832,-9019
-7824,-9218
-7816,-9417
-7808,-9616
-7800,-9815
-7792,-10014
-7784,-10212
-7776,-10411
-7768,-10609
-7760,-10808
-7752,-11006
-7744,-11204
-7736,-11402
-7728,-11600
-7720,-11798
-7712,-11996
-7704,-12193
-7696,-12391
-7688,-12588
-7680,-12785
-7672,-12983
-7664,-13180
-7656,-13376
-7648,-13573
-7640,-13770
-7632,-13966
-7624,-14163
-7616,-14359
-7608,-14555
-7600,-14751
-7592,-14947
-7584,-15143
-7576,-15338
-7568,-15534
-7560,-15729
-7552,-15924
-7544,-16119
-7536,-16314
-7528,-16508
-7520,-16703
-7512,-16897
-7504,-17091
-7496,-17285
-7488,-17479
-7480,-17673
-7472,-17867
-7464,-18060
-7456,-18253
-7448,-18446
-7440,-18639
-7432,-18832
-7424,-19024
-7416,-19216
-7408,-19409
-7400,-19600
-7392,-19792
-7384,-19984
-7376,-20175
-7368,-20366
-7360,-20557
-7352,-20748
-7344,-20939
-7336,-21129
-7328,-21320
-7320,-21510
-7312,-21699
-7304,-21889
-7296,-22078
-7288,-22268
-7280,-22457
-7272,-22645
-7264,-22834
-7256,-23022
-7248,-23210
-7240,-23398
-7232,-23586
-7224,-23774
-7216,-23961
-7208,-24148
-7200,-24335
-7192,-24521
-7184,-24708
-7176,-24894
-7168,-25080
-7160,-25265
-7152,-25451
-7144,-25636
-7136,-25821
-7128,-26005
-7120,-26190
-7112,-26374
-7104,-26558
-7096,-26742
-7088,-26925
-7080,-27108
-7072,-27291
-7064,-27474
-7056,-27656
-7048,-27838
-7040,-28020
-7032,-28202
-7024,-28383
-7016,-28564
-7008,-28745
-7000,-28926
-6992,-29106
-6984,-29286
-6976,-29466
-6968,-29645
-6960,-29824
-6952,-30003
-6944,-30182
-6936,-30360
-6928,-30538
-6920,-30716
-6912,-30893
-6904,-31071
-6896,-31248
-6888,-31424
-6880,-31600
-6872,-31776
-6864,-31952
-6856,-32127
-6848,-32303
-6840,-32477
-6832,-32652
-6824,-32826
-6816,-33000
-6808,-33173
-6800,-33347
-6792,-33520
-6784,-33692
-6776,-33865
-6768,-34037
-6760,-34208
-6752,-34380
-6744,-34551
-6736,-34721
-6728,-34892
-6720,-35062
-6712,-35231
-6704,-35401
-6696,-35570
-6688,-35738
-6680,-35907
-6672,-36075
-6664,-36243
-6656,-36410
-6648,-36577
-6640,-36744
-6632,-36910
-6624,-37076
-6616,-37241
-6608,-37407
-6600,-37572
-6592,-37736
-6584,-37900
-6576,-38064
-6568,-38228
-6560,-38391
-6552,-38554
-6544,-38716
-6536,-38878
-6528,-39040
-6520,-39201
-6512,-39362
-6504,-39523
-6496,-39683
-6488,-39843
-6480,-40002
-6472,-40161
-6464,-40320
-6456,-40478
-6448,-40636
-6440,-40794
-6432,-40951
-6424,-41108
-6416,-41264
-6408,-41420
-6400,-41576
-6392,-41731
-6384,-41886
-6376,-42040
-6368,-42194
-6360,-42348
-6352,-42501
-6344,-42654
-6336,-42806
-6328,-42958
-6320,-43110
-6312,-43261
-6304,-43412
-6296,-43562
-6288,-43713
-6280,-43862
-6272,-44011
-6264,-44160
-6256,-44308
-6248,-44456
-6240,-44604
-6232,-44751
-6224,-44898
-6216,-45044
-6208,-45190
-6200,-45335
-6192,-45480
-6184,-45625
-6176,-45769
-6168,-45912
-6160,-46056
-6152,-46199
-6144,-46341
-6136,-46483
-6128,-46624
-6120,-46765
-6112,-46906
-6104,-47046
-6096,-47186
-6088,-47325
-6080,-47464
-6072,-47603
-6064,-47741
-6056,-47878
-6048,-48015
-6040,-48152
-6032,-48288
-6024,-48424
-6016,-48559
-6008,-48694
-6000,-48828
-5992,-48962
-5984,-49095
-5976,-49228
-5968,-49361
-5960,-49493
-5952,-49624
-5944,-49756
-5936,-49886
-5928,-50016
-5920,-50146
-5912,-50275
-5904,-50404
-5896,-50532
-5888,-50660
-5880,-50787
-5872,-50914
-5864,-51041
-5856,-51166
-5848,-51292
-5840,-51417
-5832,-51541
-5824,-51665
-5816,-51789
-5808,-51911
-5800,-52034
-5792,-52156
-5784,-52277
-5776,-52398
-5768,-52519
-5760,-52639
-5752,-52759
-5744,-52878
-5736,-52996
-5728,-53114
-5720,-53232
-5712,-53349
-5704,-53465
-5696,-53581
-5688,-53697
-5680,-53812
-5672,-53926
-5664,-54040
-5656,-54154
-5648,-54267
-5640,-54379
-5632,-54491
-5624,-54603
-5616,-54714
-5608,-54824
-5600,-54934
-5592,-55043
-5584,-55152
-5576,-55260
-5568,-55368
-5560,-55476
-5552,-55582
-5544,-55689
-5536,-55794
-5528,-55900
-5520,-56004
-5512,-56108
-5504,-56212
-5496,-56315
-5488,-56418
-5480,-56520
-5472,-56621
-5464,-56722
-5456,-56823
-5448,-56923
-5440,-57022
-5432,-57121
-5424,-57219
-5416,-57317
-5408,-57414
-5400,-57511
-5392,-57607
-5384,-57703
-5376,-57798
-5368,-57892
-5360,-57986
-5352,-58079
-5344,-58172
-5336,-58265
-5328,-58356
-5320,-58448
-5312,-58538
-5304,-58628
-5296,-58718
-5288,-58807
-5280,-58896
-5272,-58983
-5264,-59071
-5256,-59158
-5248,-59244
-5240,-59330
-5232,-59415
-5224,-59499
-5216,-59583
-5208,-59667
-5200,-59750
-5192,-59832
-5184,-59914
-5176,-59995
-5168,-60075
-5160,-60156
-5152,-60235
-5144,-60314
-5136,-60392
-5128,-60470
-5120,-60547
-5112,-60624
-5104,-60700
-5096,-60776
-5088,-60851
-5080,-60925
-5072,-60999
-5064,-61072
-5056,-61145
-5048,-61217
-5040,-61288
-5032,-61359
-5024,-61429
-5016,-61499
-5008,-61568
-5000,-61637
-4992,-61705
-4984,-61772
-4976,-61839
-4968,-61906
-4960,-61971
-4952,-62036
-4944,-62101
-4936,-62165
-4928,-62228
-4920,-62291
-4912,-62353
-4904,-62415
-4896,-62476
-4888,-62536
-4880,-62596
-4872,-62655
-4864,-62714
-4856,-62772
-4848,-62830
-4840,-62886
-4832,-62943
-4824,-62998
-4816,-63054
-4808,-63108
-4800,-63162
-4792,-63215
-4784,-63268
-4776,-63320
-4768,-63372
-4760,-63423
-4752,-63473
-4744,-63523
-4736,-63572
-4728,-63621
-4720,-63668
-4712,-63716
-4704,-63763
-4696,-63809
-4688,-63854
-4680,-63899
-4672,-63944
-4664,-63987
-4656,-64031
-4648,-64073
-4640,-64115
-4632,-64156
-4624,-64197
-4616,-64237
-4608,-64277
-4600,-64316
-4592,-64354
-4584,-64392
-4576,-64429
-4568,-64465
-4560,-64501
-4552,-64536
-4544,-64571
-4536,-64605
-4528,-64639
-4520,-64672
-4512,-64704
-4504,-64735
-4496,-64766
-4488,-64797
-4480,-64827
-4472,-64856
-4464,-64884
-4456,-64912
-4448,-64940
-4440,-64967
-4432,-64993
-4424,-65018
-4416,-65043
-4408,-65067
-4400,-65091
-4392,-65114
-4384,-65137
-4376,-65159
-4368,-65180
