-8192,-65536
-8188,-65536
-8184,-65536
-8180,-65535
-8176,-65535
-8172,-65534
-8168,-65533
-8164,-65532
-8160,-65531
-8156,-65530
-8152,-65528
-8148,-65527
-8144,-65525
-8140,-65523
-8136,-65521
-8132,-65519
-8128,-65516
-8124,-65514
-8120,-65511
-8116,-65508
-8112,-65505
-8108,-65502
-8104,-65499
-8100,-65495
-8096,-65492
-8092,-65488
-8088,-65484
-8084,-65480
-8080,-65476
-8076,-65471
-8072,-65467
-8068,-65462
-8064,-65457
-8060,-65452
-8056,-65447
-8052,-65442
-8048,-65436
-8044,-65430
-8040,-65425
-8036,-65419
-8032,-65413
-8028,-65406
-8024,-65400
-8020,-65393
-8016,-65387
-8012,-65380
-8008,-65373
-8004,-65366
-8000,-65358
-7996,-65351
-7992,-65343
-7988,-65336
-7984,-65328
-7980,-65320
-7976,-65311
-7972,-65303
-7968,-65294
-7964,-65286
-7960,-65277
-7956,-65268
-7952,-65259
-7948,-65249
-7944,-65240
-7940,-65230
-7936,-65220
-7932,-65210
-7928,-65200
-7924,-65190
-7920,-65180
-7916,-65169
-7912,-65159
-7908,-65148
-7904,-65137
-7900,-65126
-7896,-65114
-7892,-65103
-7888,-65091
-7884,-65079
-7880,-65067
-7876,-65055
-7872,-65043
-7868,-65031
-7864,-65018
-7860,-65006
-7856,-64993
-7852,-64980
-7848,-64967
-7844,-64953
-7840,-64940
-7836,-64926
-7832,-64912
-7828,-64899
-7824,-64884
-7820,-64870
-7816,-64856
-7812,-64841
-7808,-64827
-7804,-64812
-7800,-64797
-7796,-64782
-7792,-64766
-7788,-64751
-7784,-64735
-7780,-64720
-7776,-64704
-7772,-64688
-7768,-64672
-7764,-64655
-7760,-64639
-7756,-64622
-7752,-64605
-7748,-64588
-7744,-64571
-7740,-64554
-7736,-64536
-7732,-64519
-7728,-64501
-7724,-64483
-7720,-64465
-7716,-64447
-7712,-64429
-7708,-64410
-7704,-64392
-7700,-64373
-7696,-64354
-7692,-64335
-7688,-64316
-7684,-64296
-7680,-64277
-7676,-64257
-7672,-64237
-7668,-64217
-7664,-64197
-7660,-64177
-7656,-64156
-7652,-64136
-7648,-64115
-7644,-64094
-7640,-64073
-7636,-64052
-7632,-64031
-7628,-64009
-7624,-63987
-7620,-63966
-7616,-63944
-7612,-63922
-7608,-63899
-7604,-63877
-7600,-63854
-7596,-63832
-7592,-63809
-7588,-63786
-7584,-63763
-7580,-63739
-7576,-63716
-7572,-63692
-7568,-63668
-7564,-63645
-7560,-63621
-7556,-63596
-7552,-63572
-7548,-63547
-7544,-63523
-7540,-63498
-7536,-63473
-7532,-63448
-7528,-63423
-7524,-63397
-7520,-63372
-7516,-63346
-7512,-63320
-7508,-63294
-7504,-63268
-7500,-63242
-7496,-63215
-7492,-63189
-7488,-63162
-7484,-63135
-7480,-63108
-7476,-63081
-7472,-63054
-7468,-63026
-7464,-62998
-7460,-62971
-7456,-62943
-7452,-62915
-7448,-62886
-7444,-62858
-7440,-62830
-7436,-62801
-7432,-62772
-7428,-62743
-7424,-62714
-7420,-62685
-7416,-62655
-7412,-62626
-7408,-62596
-7404,-62566
-7400,-62536
-7396,-62506
-7392,-62476
-7388,-62445
-7384,-62415
-7380,-62384
-7376,-62353
-7372,-62322
-7368,-62291
-7364,-62260
-7360,-62228
-7356,-62197
-7352,-62165
-7348,-62133
-7344,-62101
-7340,-62069
-7336,-62036
-7332,-62004
-7328,-61971
-7324,-61939
-7320,-61906
-7316,-61873
-7312,-61839
-7308,-61806
-7304,-61772
-7300,-61739
-7296,-61705
-7292,-61671
-7288,-61637
-7284,-61603
-7280,-61568
-7276,-61534
-7272,-61499
-7268,-61464
-7264,-61429
-7260,-61394
-7256,-61359
-7252,-61324
-7248,-61288
-7244,-61253
-7240,-61217
-7236,-61181
-7232,-61145
-7228,-61108
-7224,-61072
-7220,-61035
-7216,-60999
-7212,-60962
-7208,-60925
-7204,-60888
-7200,-60851
-7196,-60813
-7192,-60776
-7188,-60738
-7184,-60700
-7180,-60662
-7176,-60624
-7172,-60586
-7168,-60547
-7164,-60509
-7160,-60470
-7156,-60431
-7152,-60392
-7148,-60353
-7144,-60314
-7140,-60275
-7136,-60235
-7132,-60195
-7128,-60156
-7124,-60116
-7120,-60075
-7116,-60035
-7112,-59995
-7108,-59954
-7104,-59914
-7100,-59873
-7096,-59832
-7092,-59791
-7088,-59750
-7084,-59708
-7080,-59667
-7076,-59625
-7072,-59583
-7068,-59541
-7064,-59499
-7060,-59457
-7056,-59415
-7052,-59372
-7048,-59330
-7044,-59287
-7040,-59244
-7036,-59201
-7032,-59158
-7028,-59114
-7024,-59071
-7020,-59027
-7016,-58983
-7012,-58940
-7008,-58896
-7004,-58851
-7000,-58807
-6996,-58763
-6992,-58718
-6988,-58673
-6984,-58628
-6980,-58583
-6976,-58538
-6972,-58493
-6968,-58448
-6964,-58402
-6960,-58356
-6956,-58311
-6952,-58265
-6948,-58219
-6944,-58172
-6940,-58126
-6936,-58079
-6932,-58033
-6928,-57986
-6924,-57939
-6920,-57892
-6916,-57845
-6912,-57798
-6908,-57750
-6904,-57703
-6900,-57655
-6896,-57607
-6892,-57559
-6888,-57511
-6884,-57463
-6880,-57414
-6876,-57366
-6872,-57317
-6868,-57268
-6864,-57219
-6860,-57170
-6856,-57121
-6852,-57072
-6848,-57022
-6844,-56972
-6840,-56923
-6836,-56873
-6832,-56823
-6828,-56773
-6824,-56722
-6820,-56672
-6816,-56621
-6812,-56571
-6808,-56520
-6804,-56469
-6800,-56418
-6796,-56367
-6792,-56315
-6788,-56264
-6784,-56212
-6780,-56160
-6776,-56108
-6772,-56056
-6768,-56004
-6764,-55952
-6760,-55900
-6756,-55847
-6752,-55794
-6748,-55742
-6744,-55689
-6740,-55636
-6736,-55582
-6732,-55529
-6728,-55476
-6724,-55422
-6720,-55368
-6716,-55314
-6712,-55260
-6708,-55206
-6704,-55152
-6700,-55098
-6696,-55043
-6692,-54989
-6688,-54934
-6684,-54879
-6680,-54824
-6676,-54769
-6672,-54714
-6668,-54658
-6664,-54603
-6660,-54547
-6656,-54491
-6652,-54435
-6648,-54379
-6644,-54323
-6640,-54267
-6636,-54210
-6632,-54154
-6628,-54097
-6624,-54040
-6620,-53983
-6616,-53926
-6612,-53869
-6608,-53812
-6604,-53754
-6600,-53697
-6596,-53639
-6592,-53581
-6588,-53523
-6584,-53465
-6580,-53407
-6576,-53349
-6572,-53290
-6568,-53232
-6564,-53173
-6560,-53114
-6556,-53055
-6552,-52996
-6548,-52937
-6544,-52878
-6540,-52818
-6536,-52759
-6532,-52699
-6528,-52639
-6524,-52579
-6520,-52519
-6516,-52459
-6512,-52398
-6508,-52338
-6504,-52277
-6500,-52217
-6496,-52156
-6492,-52095
-6488,-52034
-6484,-51973
-6480,-51911
-6476,-51850
-6472,-51789
-6468,-51727
-6464,-51665
-6460,-51603
-6456,-51541
-6452,-51479
-6448,-51417
-6444,-51354
-6440,-51292
-6436,-51229
-6432,-51166
-6428,-51104
-6424,-51041
-6420,-50977
-6416,-50914
-6412,-50851
-6408,-50787
-6404,-50724
-6400,-50660
-6396,-50596
-6392,-50532
-6388,-50468
-6384,-50404
-6380,-50340
-6376,-50275
-6372,-50211
-6368,-50146
-6364,-50081
-6360,-50016
-6356,-49951
-6352,-49886
-6348,-49821
-6344,-49756
-6340,-49690
-6336,-49624
-6332,-49559
-6328,-49493
-6324,-49427
-6320,-49361
-6316,-49295
-6312,-49228
-6308,-49162
-6304,-49095
-6300,-49029
-6296,-48962
-6292,-48895
-6288,-48828
-6284,-48761
-6280,-48694
-6276,-48626
-6272,-48559
-6268,-48491
-6264,-48424
-6260,-48356
-6256,-48288
-6252,-48220
-6248,-48152
-6244,-48084
-6240,-48015
-6236,-47947
-6232,-47878
-6228,-47809
-6224,-47741
-6220,-47672
-6216,-47603
-6212,-47534
-6208,-47464
-6204,-47395
-6200,-47325
-6196,-47256
-6192,-47186
-6188,-47116
-6184,-47046
-6180,-46976
-6176,-46906
-6172,-46836
-6168,-46765
-6164,-46695
-6160,-46624
-6156,-46554
-6152,-46483
-6148,-46412
-6144,-46341
-6140,-46270
-6136,-46199
-6132,-46127
-6128,-46056
-6124,-45984
-6120,-45912
-6116,-45841
-6112,-45769
-6108,-45697
-6104,-45625
-6100,-45552
-6096,-45480
-6092,-45408
-6088,-45335
-6084,-45262
-6080,-45190
-6076,-45117
-6072,-45044
-6068,-44971
-6064,-44898
-6060,-44824
-6056,-44751
-6052,-44677
-6048,-44604
-6044,-44530
-6040,-44456
-6036,-44382
-6032,-44308
-6028,-44234
-6024,-44160
-6020,-44086
-6016,-44011
-6012,-43937
-6008,-43862
-6004,-43787
-6000,-43713
-5996,-43638
-5992,-43562
-5988,-43487
-5984,-43412
-5980,-43337
-5976,-43261
-5972,-43186
-5968,-43110
-5964,-43034
-5960,-42958
-5956,-42882
-5952,-42806
-5948,-42730
-5944,-42654
-5940,-42578
-5936,-42501
-5932,-42424
-5928,-42348
-5924,-42271
-5920,-42194
-5916,-42117
-5912,-42040
-5908,-41963
-5904,-41886
-5900,-41808
-5896,-41731
-5892,-41653
-5888,-41576
-5884,-41498
-5880,-41420
